Project,Files,LOC,LLOC,SLOC,h1,h2,N1,N2,N,Length,Calculated_length,Difficulty,Effort,Time,Halstead_Volume,Cyclomatic_Complexity,Maintainabilty_Index
ray_2.0.0,python/ray/util/dask/examples/__init__.py,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,100.0
ray_2.0.0,python/ray/util/dask/examples/dask_ray_persist_example.py,36,14,14,0,0,0,0,0,0,0,0,0,0.0,0,1,100.0
ray_2.0.0,python/ray/util/dask/examples/dask_ray_shuffle_optimization.py,30,12,19,1,1,1,1,2,2,0.0,0.5,1.0,0.05555555555555555,2.0,1,100.0
ray_2.0.0,python/ray/util/dask/examples/dask_ray_annotate_example.py,46,15,19,1,2,1,2,3,3,2.0,0.5,2.3774437510817346,0.1320802083934297,4.754887502163469,1,94.31811139955252
ray_2.0.0,python/ray/util/dask/examples/dask_ray_scheduler_example.py,34,16,19,0,0,0,0,0,0,0,0,0,0.0,0,1,100.0
ray_2.0.0,python/ray/util/ray_lightning/__init__.py,4,1,4,0,0,0,0,0,0,0,0,0,0.0,0,1,100.0
ray_2.0.0,python/ray/util/joblib/__init__.py,20,10,14,0,0,0,0,0,0,0,0,0,0.0,0,2,100.0
ray_2.0.0,python/ray/util/joblib/ray_backend.py,93,36,63,5,11,7,11,16,18,49.663388279447084,2.5,180.0,10.0,72.0,9,77.99366308859871
ray_2.0.0,python/ray/util/lightgbm/__init__.py,5,1,5,0,0,0,0,0,0,0,0,0,0.0,0,1,100.0
ray_2.0.0,python/ray/util/tracing/setup_tempo_tracing.py,24,8,19,0,0,0,0,0,0,0,0,0,0.0,0,1,100.0
ray_2.0.0,python/ray/util/tracing/__init__.py,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,100.0
ray_2.0.0,python/ray/util/tracing/setup_local_tmp_tracing.py,25,11,19,1,2,1,2,3,3,2.0,0.5,2.3774437510817346,0.1320802083934297,4.754887502163469,1,90.61673825777324
ray_2.0.0,python/ray/util/tracing/tracing_helper.py,556,264,373,9,62,41,73,71,114,397.6894962569671,5.298387096774194,3714.546449650498,206.36369164724988,701.0711716235338,44,44.75521282841521
ray_2.0.0,python/ray/util/multiprocessing/__init__.py,5,3,3,0,0,0,0,0,0,0,0,0,0.0,0,1,100.0
ray_2.0.0,python/ray/util/multiprocessing/pool.py,997,456,559,18,128,89,161,146,250,971.0586500259616,11.3203125,20347.76520667411,1130.4314003707839,1797.4561397200043,161,26.543565079699125
ray_2.0.0,python/ray/air/data_batch_type.py,10,6,8,0,0,0,0,0,0,0,0,0,0.0,0,2,100.0
ray_2.0.0,python/ray/air/constants.py,24,7,7,1,2,1,2,3,3,2.0,0.5,2.3774437510817346,0.1320802083934297,4.754887502163469,1,91.82524304259606
ray_2.0.0,python/ray/air/result.py,64,38,30,2,3,2,3,5,5,6.754887502163469,1.0,11.60964047443681,0.6449800263576005,11.60964047443681,9,85.72525646481945
ray_2.0.0,python/ray/air/__init__.py,21,5,20,0,0,0,0,0,0,0,0,0,0.0,0,1,100.0
ray_2.0.0,python/ray/air/session.py,268,46,55,1,4,4,4,5,8,8.0,0.5,9.287712379549449,0.5159840210860804,18.575424759098897,6,44.68176914470416
