,Project,Files,LOC,LLOC,SLOC,h1,h2,N1,N2,N,Length,Calculated_length,Difficulty,Effort,Time,Halstead_Volume,Cyclomatic_Complexity,Maintainabilty_Index,Bug Occurence,Buggy
0,ray_0.6.1,python/setup.py,180,66,128,7,24,15,28,31,43,129.690584471711,4.083333333333333,869.8743021654288,48.326350120301605,213.03044134663568,19,64.63669704352489,3,1
1,ray_0.6.1,python/benchmarks/benchmark_get.py,108,67,66,3,4,3,5,7,8,12.75488750216347,1.875,42.11032383086406,2.339462435048004,22.458839376460837,24,47.47556803923948,0,0
2,ray_0.6.1,python/benchmarks/benchmarks.py,51,35,34,2,3,2,3,5,5,6.754887502163469,1.0,11.60964047443681,0.6449800263576005,11.60964047443681,12,57.24784508566582,0,0
3,ray_0.6.1,python/benchmarks/benchmark_queue.py,31,24,24,1,1,1,1,2,2,0.0,0.5,1.0,0.0555555555555555,2.0,9,66.57377930377285,0,0
4,ray_0.6.1,python/benchmarks/__init__.py,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,100.0,0,0
5,ray_0.6.1,python/benchmarks/benchmark_task.py,61,42,40,2,2,2,3,4,5,4.0,1.5,15.0,0.8333333333333334,10.0,15,55.57094134516982,0,0
6,ray_0.6.1,python/benchmarks/benchmark_wait.py,39,26,26,2,3,2,3,5,5,6.754887502163469,1.0,11.60964047443681,0.6449800263576005,11.60964047443681,6,60.870929693958495,0,0
7,ray_0.6.1,python/benchmarks/benchmark_put.py,108,67,66,3,4,3,5,7,8,12.75488750216347,1.875,42.11032383086406,2.339462435048004,22.458839376460837,24,47.47556803923948,0,0
8,ray_0.6.1,python/benchmarks/benchmark_actor.py,85,57,57,2,3,2,3,5,5,6.754887502163469,1.0,11.60964047443681,0.6449800263576005,11.60964047443681,23,62.214154683923205,0,0
9,ray_0.6.1,python/ray/log_monitor.py,169,79,121,7,17,10,19,24,29,89.13835275565901,3.911764705882353,520.1235401553382,28.895752230852125,132.96391252091354,18,65.275223865482,1,1
10,ray_0.6.1,python/ray/signature.py,222,97,109,9,25,16,29,34,45,144.62572975734892,5.22,1195.0450214097048,66.39139007831693,228.9358278562653,27,65.51820901898064,1,1
11,ray_0.6.1,python/ray/services.py,1777,511,962,18,224,153,297,242,450,1823.9061525668649,11.933035714285714,42523.23502212387,2362.401945673548,3563.488456773568,138,26.55413682656704,7,1
12,ray_0.6.1,python/ray/utils.py,443,182,189,11,72,42,83,83,125,482.2883479088568,6.340277777777778,5052.440104878248,280.6911169376805,796.8799289183656,42,52.341797965862845,3,1
13,ray_0.6.1,python/ray/memory_monitor.py,81,47,62,7,31,18,34,38,52,173.2315700763964,3.838709677419355,1047.5540468770614,58.19744704872564,272.89223069906643,13,64.52849542123293,1,1
14,ray_0.6.1,python/ray/function_manager.py,727,300,385,14,83,49,96,97,145,582.4312417106012,8.096385542168674,7748.138642683298,430.4521468157388,956.9873621171336,66,45.355784618925256,2,1
15,ray_0.6.1,python/ray/gcs_utils.py,78,40,49,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,100.0,2,1
16,ray_0.6.1,python/ray/import_thread.py,135,76,84,7,22,13,26,29,39,117.75898006442377,4.136363636363637,783.6806614412617,43.53781452451454,189.46125880997533,24,67.79974651306532,4,1
17,ray_0.6.1,python/ray/monitor.py,389,191,251,13,37,23,43,50,66,240.85549086410532,7.554054054054054,2813.843652237145,156.32464734650804,372.49450852513183,45,52.9354536884218,6,1
18,ray_0.6.1,python/ray/__init__.py,87,42,61,11,47,26,54,58,80,299.11942383385923,6.319148936170213,2961.3963498772578,164.52201943762543,468.63847961020576,21,71.43635453345095,3,1
19,ray_0.6.1,python/ray/actor.py,874,318,456,12,81,51,97,93,148,556.5474002423084,7.185185185185185,6953.789917945696,386.32166210809424,967.7955040439888,68,44.49493966850952,9,1
20,ray_0.6.1,python/ray/remote_function.py,125,51,82,4,16,10,20,20,30,72.0,2.5,324.1446071165521,18.00803372869734,129.65784284662087,14,72.40566986649009,3,1
21,ray_0.6.1,python/ray/ray_constants.py,84,43,45,3,8,4,8,11,12,28.75488750216347,1.5,62.26976913547136,3.4594316186372978,41.51317942364757,2,81.65589590224961,3,1
22,ray_0.6.1,python/ray/serialization.py,66,31,45,4,11,7,11,15,18,46.05374780501028,2.0,140.64806144190666,7.8137811912170365,70.32403072095333,10,77.4201124416487,0,0
23,ray_0.6.1,python/ray/tempfile_services.py,229,123,127,6,21,14,25,27,39,107.74844088268092,3.571428571428572,662.2879020870546,36.7937723381697,185.4406125843753,11,64.05472310336388,1,1
24,ray_0.6.1,python/ray/profiling.py,209,91,95,5,16,10,16,21,26,75.60964047443682,2.5,285.50063248061946,15.861146248923305,114.20025299224778,26,68.40191090527384,1,1
25,ray_0.6.1,python/ray/worker.py,2659,990,1431,19,312,229,438,331,667,2665.75611504045,13.336538461538462,74461.20836511688,4136.733798062049,5583.248500340415,277,0.3615057769952488,21,1
26,ray_0.6.1,python/ray/internal/__init__.py,7,5,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,100.0,0,0
27,ray_0.6.1,python/ray/internal/internal_api.py,45,20,20,3,5,3,5,8,8,16.36452797660028,1.5,36.0,2.0,24.0,5,90.37697529377068,0,0
28,ray_0.6.1,python/ray/core/__init__.py,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,100.0,0,0
29,ray_0.6.1,python/ray/core/src/__init__.py,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,100.0,0,0
30,ray_0.6.1,python/ray/core/src/numbuf/__init__.py,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,100.0,0,0
31,ray_0.6.1,python/ray/core/src/plasma/__init__.py,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,100.0,0,0
32,ray_0.6.1,python/ray/core/src/ray/__init__.py,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,100.0,0,0
33,ray_0.6.1,python/ray/core/src/ray/raylet/__init__.py,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,100.0,0,0
34,ray_0.6.1,python/ray/core/generated/__init__.py,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,100.0,0,0
35,ray_0.6.1,python/ray/rllib/__init__.py,54,28,41,1,4,2,4,5,6,8.0,0.5,6.965784284662087,0.3869880158145604,13.931568569324174,2,73.0716549081433,4,1
36,ray_0.6.1,python/ray/rllib/train.py,147,48,128,4,13,8,13,17,21,56.1057163358342,2.0,171.67343933251428,9.537413296250794,85.83671966625714,12,58.64430656876051,3,1
37,ray_0.6.1,python/ray/rllib/rollout.py,136,79,112,8,25,24,41,33,65,140.0964047443681,6.56,2150.9296524944443,119.4960918052469,327.8856177582995,21,51.65730701802006,6,1
38,ray_0.6.1,python/ray/rllib/scripts.py,42,21,30,1,3,2,4,4,6,4.754887502163469,0.6666666666666666,8.0,0.4444444444444444,12.0,3,81.01464845268384,0,0
39,ray_0.6.1,python/ray/rllib/models/preprocessors.py,234,160,158,9,30,23,39,39,62,175.7360428812364,5.85,1917.0153847813372,106.5008547100743,327.6949375694594,46,49.581613712819184,0,0
40,ray_0.6.1,python/ray/rllib/models/visionnet.py,74,35,64,5,15,10,17,20,27,70.2129994085646,2.833333333333333,330.62749925888323,18.36819440327129,116.6920585619588,8,50.76828144545415,1,1
41,ray_0.6.1,python/ray/rllib/models/misc.py,68,32,49,4,19,11,20,23,31,88.71062275542812,2.1052631578947367,295.2219381847734,16.401218788042968,140.2304206377674,1,69.97127018100414,1,1
42,ray_0.6.1,python/ray/rllib/models/fcnet.py,46,25,33,1,2,1,2,3,3,2.0,0.5,2.3774437510817346,0.1320802083934297,4.754887502163469,3,83.67165755036837,1,1
43,ray_0.6.1,python/ray/rllib/models/__init__.py,20,7,19,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,100.0,0,0
44,ray_0.6.1,python/ray/rllib/models/catalog.py,335,129,205,9,28,17,33,37,50,163.13526283059372,5.303571428571429,1381.4354014212486,76.74641119006937,260.4726682814475,37,61.05767841182615,7,1
