,Project,Files,LOC,LLOC,SLOC,h1,h2,N1,N2,N,Length,Calculated_length,Difficulty,Effort,Time,Halstead_Volume,Cyclomatic_Complexity,Maintainabilty_Index,Bug Occurence,Buggy
0,yolov5_4.0,./hubconf.py,141,58,50,3,11,6,12,14,18,42.80863530717375,1.6363636363636365,112.14390861333308,6.23021714518517,68.53238859703687,12,65.27667466108609,10,1
1,yolov5_4.0,./train.py,601,397,455,21,268,219,407,289,626,2253.950568921037,15.94589552238806,81603.17578361316,4533.509765756287,5117.5034772454255,137,27.94116938232652,27,1
2,yolov5_4.0,./detect.py,172,128,127,9,50,33,64,59,97,310.722134501717,5.76,3286.750324539448,182.59724025219157,570.6163757880986,37,57.71707080320952,13,1
3,yolov5_4.0,./test.py,334,241,257,16,120,76,147,136,223,892.8268714730223,9.8,15488.941293268494,860.4967385149163,1580.5042135988258,70,44.66982142631588,0,0
4,yolov5_4.0,models/export.py,97,63,63,7,25,17,33,32,50,135.74788919877133,4.62,1155.0,64.16666666666667,250.0,12,71.55007235553703,3,1
5,yolov5_4.0,models/common.py,296,210,205,14,56,48,94,70,142,378.5148445440323,11.75,10226.708713772678,568.1504840984821,870.3581884061854,77,47.59003600029964,10,1
6,yolov5_4.0,models/experimental.py,133,93,96,12,45,35,66,57,101,290.15293934348927,8.8,5184.272644589623,288.01514692164574,589.1218914306389,33,60.98252178024728,7,1
7,yolov5_4.0,models/__init__.py,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,100.0,0,0
8,yolov5_4.0,models/yolo.py,286,216,207,17,141,112,199,158,311,1076.1636089894855,11.99645390070922,27249.654873428568,1513.869715190476,2271.475812683079,79,44.16675074736756,13,1
9,yolov5_4.0,utils/torch_utils.py,284,186,188,15,133,84,163,148,247,996.955922855786,9.191729323308271,16368.033944751154,909.335219152842,1780.7349813103503,73,46.50659822491198,9,1
10,yolov5_4.0,utils/loss.py,205,149,139,11,101,84,164,112,248,710.5331075629416,8.930693069306932,15077.010560837602,837.6116978243112,1688.2240206702857,18,56.76342612574365,1,1
11,yolov5_4.0,utils/__init__.py,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,100.0,0,0
12,yolov5_4.0,utils/google_utils.py,115,65,65,10,48,27,51,58,78,301.29748098348915,5.3125,2427.400874855988,134.85560415866598,456.9225176199506,21,67.08488478824889,9,1
13,yolov5_4.0,utils/autoanchor.py,152,104,97,12,83,59,109,95,168,572.1478228104486,7.879518072289157,8696.905727693227,483.1614293162904,1103.7357421995991,13,61.591252507133966,1,1
14,yolov5_4.0,utils/activations.py,72,49,49,4,22,17,34,26,51,106.10749561002054,3.090909090909091,740.9602246596958,41.16445692553865,239.7224256251957,8,68.93619780286434,0,0
15,yolov5_4.0,utils/datasets.py,1034,741,713,22,572,458,883,594,1341,5337.553900247259,16.98076923076923,209821.2098826452,11656.733882369175,12356.401940993828,189,12.21579809507968,18,1
16,yolov5_4.0,utils/metrics.py,200,135,118,13,95,67,122,108,189,672.2419991272743,8.347368421052632,10656.86604380794,592.0481135448856,1276.6737379088956,30,56.96537259361585,0,0
17,yolov5_4.0,utils/plots.py,413,325,309,17,168,117,230,185,347,1311.3961953280875,11.636904761904765,30411.76316721642,1689.54239817869,2613.38936679916,65,38.23963769475308,8,1
18,yolov5_4.0,utils/general.py,451,332,290,17,336,212,413,353,625,2889.3055223549195,10.447916666666666,55266.3733488997,3070.354074938872,5289.702733294488,72,38.3490133295012,22,1
