,Project,Files,LOC,LLOC,SLOC,h1,h2,N1,N2,N,Length,Calculated_length,Difficulty,Effort,Time,Halstead_Volume,Cyclomatic_Complexity,Maintainabilty_Index,Bug Occurence,Buggy
0,jax_0.3.15,./conftest.py,26,10,9,0,0,0,0,0,0,0,0,0,0,0,1,100,0,1
1,jax_0.3.15,./setup.py,92,17,68,0,0,0,0,0,0,0,0,0,0,0,3,100,0,1
2,jax_0.3.15,docs/autodidax.py,3001,1742,1634,20,412,263,489,432,752,3665.27677909723,11.868932038835,78141.1959076594,4341.17755042552,6583.67540162693,354,0,0,0
3,jax_0.3.15,docs/conf.py,294,44,122,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0
4,jax_0.3.15,docs/sphinxext/jax_extensions.py,50,22,22,3,9,6,10,12,16,33.2842125151443,1.66666666666667,95.5990000192308,5.31105555662394,57.3594000115385,4,84.7406863074896,0,0
5,jax_0.3.15,build/build_wheel.py,306,192,235,10,23,13,24,33,37,137.261205938185,5.21739130434783,973.787386519632,54.0992992510907,186.642582416263,22,49.6224017827897,0,0
6,jax_0.3.15,build/build.py,555,259,441,18,89,55,102,107,157,651.398925381971,10.314606741573,10917.086189686,606.504788315887,1058.41031686498,70,33.6611894428832,0,0
7,jax_0.3.15,build/rocm/run_single_gpu.py,120,77,86,4,16,9,18,20,27,72,2.25,262.557131764407,14.5865073202448,116.692058561959,10,66.7791333614014,0,0
8,jax_0.3.15,tests/x64_context_test.py,149,104,107,5,10,7,11,15,18,44.8289214233104,2.75,193.391084482622,10.7439491379234,70.3240307209533,13,62.3195331851413,0,0
9,jax_0.3.15,tests/lax_autodiff_test.py,1106,453,979,16,123,73,140,139,213,917.929284156726,9.10569105691057,13807.2730269018,767.070723716766,1516.33444849011,81,23.2431368371187,0,0
10,jax_0.3.15,tests/qdwh_test.py,257,157,179,9,58,31,61,67,92,368.29222273038,4.73275862068966,2641.25890372104,146.73660576228,558.080205522115,10,52.5931642307636,0,0
11,jax_0.3.15,tests/lax_numpy_indexing_test.py,1480,709,1267,14,101,135,181,115,316,725.782328666738,12.5445544554455,27136.0647789772,1507.55915438762,2163.17485609842,96,13.9925165193143,0,0
12,jax_0.3.15,tests/stack_test.py,54,29,28,1,2,1,2,3,3,2,0.5,2.37744375108173,0.13208020839343,4.75488750216347,4,91.6912888783373,0,0
13,jax_0.3.15,tests/metadata_test.py,112,78,82,2,22,21,32,24,53,100.107495610021,1.45454545454545,353.458927328322,19.6366070737957,243.003012538221,18,62.2525749758769,0,0
14,jax_0.3.15,tests/array_test.py,182,131,142,3,8,4,8,11,12,28.7548875021635,1.5,62.2697691354714,3.4594316186373,41.5131794236476,18,57.7721990767189,0,0
15,jax_0.3.15,tests/name_stack_test.py,613,448,512,7,30,50,100,37,150,166.858202322659,11.6666666666667,9116.54338985066,506.474632769481,781.418004844343,42,25.7397429451681,0,0
16,jax_0.3.15,tests/jet_test.py,429,396,342,15,91,56,100,106,156,650.812671192209,8.24175824175824,8650.18344158126,480.565746754514,1049.55559091186,114,23.1854687519044,0,0
17,jax_0.3.15,tests/jaxpr_effects_test.py,863,681,697,4,22,34,68,26,102,106.107495610021,6.18181818181818,2963.84089863878,164.657827702155,479.444851250391,61,24.1418022529478,0,0
18,jax_0.3.15,tests/sharded_jit_test.py,525,339,389,9,110,84,168,119,252,774.478893500693,6.87272727272727,11941.3229247575,663.406829153193,1737.4940763536,48,31.8089383491499,0,0
19,jax_0.3.15,tests/multibackend_test.py,197,133,146,6,28,16,32,34,48,150.11571282194,3.42857142857143,837.251027588627,46.513945977146,244.198216380016,20,56.3713948851421,0,0
20,jax_0.3.15,tests/clear_backends_test.py,40,20,18,3,6,3,6,9,9,20.2646625064904,1.5,42.7939875194712,2.37744375108173,28.5293250129808,4,89.6042419382922,0,0
21,jax_0.3.15,tests/xla_bridge_test.py,255,163,185,7,14,9,14,21,23,72.9544533632097,3.5,353.58155253369,19.643419585205,101.023300723911,25,52.7610546953811,0,0
