Project,Files,LOC,LLOC,SLOC,h1,h2,N1,N2,N,Length,Calculated_length,Difficulty,Effort,Time,Halstead_Volume,Cyclomatic_Complexity,Maintainabilty_Index
jax_0.2.21,jax/_src/lax/parallel.py,1509,809,942,22,334,237,439,356,676,2898.2647292963543,14.45808383233533,82838.97639215698,4602.165355119832,5729.595799333285,234,7.160967246860652
jax_0.2.21,jax/_src/lax/lax.py,7034,3951,4876,25,1652,1117,2086,1677,3203,17775.973053529287,15.783898305084746,541537.1745903246,30085.398588351367,34309.469316326606,888,0.0
jax_0.2.21,jax/_src/lax/polar.py,343,154,148,11,117,85,168,128,253,841.8864199962686,7.897435897435898,13986.358974358975,777.0199430199431,1771.0,9,54.72529268651179
jax_0.2.21,jax/_src/lax/control_flow.py,2705,1376,1709,18,772,467,909,790,1376,7480.43548279692,10.597150259067357,140358.99415294288,7797.721897385715,13244.975368056705,342,0.0
jax_0.2.21,jax/_src/lax/fft.py,145,100,102,8,50,34,60,58,94,306.1928094887362,4.8,2643.1210250015606,146.84005694453114,550.6502135419918,11,60.3856477678267
jax_0.2.21,jax/_src/image/scale.py,306,118,148,13,100,68,130,113,198,712.4913353133068,8.45,11410.841422016852,633.9356345564918,1350.3954345582074,29,57.54689676269177
jax_0.2.21,jax/_src/image/__init__.py,13,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,100.0
jax_0.2.21,jax/_src/lib/xla_bridge.py,595,283,323,15,79,51,98,94,149,556.6020380401189,9.30379746835443,9086.402507487044,504.8001393048358,976.633738899968,61,46.106521446463546
jax_0.2.21,jax/_src/lib/__init__.py,122,65,77,5,12,7,13,17,20,54.62919048309069,2.7083333333333335,221.4042372343934,12.300235401910745,81.7492568250068,16,73.03159896601281
jax_0.2.21,jax/_src/numpy/polynomial.py,104,47,61,8,19,13,22,27,35,104.71062275542812,4.631578947368421,770.792289824394,42.821793879133,166.4210625757214,7,74.72629182995534
jax_0.2.21,jax/_src/numpy/linalg.py,531,356,386,19,267,253,430,286,683,2232.9164365160054,15.299625468164795,85267.7521443267,4737.097341351484,5573.192123019639,85,30.03933113658326
jax_0.2.21,jax/_src/numpy/__init__.py,13,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,100.0
jax_0.2.21,jax/_src/numpy/util.py,164,91,89,8,41,28,53,49,81,243.65963218934144,5.170731707317073,2351.6048156864967,130.64471198258315,454.7914973733319,11,66.41115437304612
jax_0.2.21,jax/_src/numpy/vectorize.py,312,118,147,14,52,32,58,66,90,349.7258342521433,7.8076923076923075,4247.3492523338045,235.96384735187803,543.9954707422607,22,61.26634521080634
jax_0.2.21,jax/_src/numpy/lax_numpy.py,6897,4876,5241,26,2033,1486,2769,2059,4255,22463.650450856014,17.70634530250861,829327.7318986648,46073.76288325916,46837.883127760244,1166,0.0
jax_0.2.21,jax/_src/numpy/fft.py,266,164,186,13,114,90,172,127,262,827.0551779506148,9.807017543859649,17956.996172899613,997.6108984944229,1831.0353879343077,41,42.443021337428455
jax_0.2.21,examples/kernel_lsq.py,96,53,48,6,23,13,25,29,38,119.55169999363824,3.260869565217391,601.9672102658079,33.44262279254488,184.60327781484776,3,74.7704539833208
jax_0.2.21,examples/control.py,223,134,131,7,74,46,90,81,136,479.1510335109456,4.256756756756757,3670.259109778073,203.9032838765596,862.2196003923091,7,58.554740763929296
jax_0.2.21,examples/examples_test.py,99,60,68,1,2,1,2,3,3,2.0,0.5,2.3774437510817346,0.1320802083934297,4.754887502163469,7,78.54136586103303
jax_0.2.21,examples/spmd_mnist_classifier_fromscratch.py,128,84,79,5,38,24,44,43,68,211.03088598529305,2.8947368421052633,1068.117378030834,59.33985433504634,368.9860033197427,11,66.36779369409138
jax_0.2.21,examples/control_test.py,247,183,173,8,103,72,138,111,210,712.7095542998715,5.359223300970874,7646.686283760237,424.8159046533465,1426.8273319335224,13,43.06599338578559
